route_id,stop_sequence,stop_id,latitude,longitude,distance_from_prev_km,road_type,planned_arrival,actual_arrival,time_window_open,time_window_close,planned_service_min,actual_service_min,planned_travel_min,actual_travel_min,delay_at_stop_min,missed_time_window,delay_probability,package_count,package_weight_kg
RT-0042,9,STP-19836,39.634138,36.860774,26.7,mountain,2025-01-02 10:02:54,2025-01-02 12:32:06,2025-01-02 09:43:54,2025-01-02 10:20:54,8.8,8.7,35.6,47.1,11.5,1,0.318,4,40.8
RT-0042,10,STP-15170,39.711349,37.016129,15.83,mountain,2025-01-02 10:32:48,2025-01-02 13:08:42,2025-01-02 10:19:48,2025-01-02 10:45:48,15.2,17.3,21.1,27.9,6.8,1,0.395,2,1.0
RT-0043,1,STP-72684,39.679939,37.189308,3.19,mountain,2025-06-23 22:52:21,2025-06-23 22:56:03,2025-06-23 22:41:21,2025-06-23 23:07:21,17.0,15.1,4.3,8.0,3.7,0,0.546,19,24.4
RT-0043,2,STP-84572,39.607036,36.908756,25.35,mountain,2025-06-23 23:43:09,2025-06-24 00:13:57,2025-06-23 23:33:09,2025-06-23 23:57:09,10.7,11.6,33.8,62.8,29.0,1,0.622,16,6.1
RT-0043,3,STP-63907,39.464413,36.838002,16.98,mountain,2025-06-24 00:16:27,2025-06-24 01:07:33,2025-06-23 23:50:27,2025-06-24 00:44:27,14.8,12.0,22.6,42.0,19.4,1,0.67,8,48.9
RT-0043,4,STP-97797,39.723886,37.11146,37.17,mountain,2025-06-24 01:20:51,2025-06-24 02:51:45,2025-06-24 00:57:51,2025-06-24 01:37:51,15.3,19.8,49.6,92.2,42.6,1,0.621,13,7.9
RT-0043,5,STP-83183,39.735237,37.167748,4.98,mountain,2025-06-24 01:42:45,2025-06-24 03:23:51,2025-06-24 01:16:45,2025-06-24 02:07:45,5.2,8.0,6.6,12.3,5.7,1,0.695,6,4.2
RT-0043,6,STP-74441,39.39238,36.998537,40.79,mountain,2025-06-24 02:42:21,2025-06-24 05:12:57,2025-06-24 02:15:21,2025-06-24 03:12:21,9.2,11.1,54.4,101.1,46.7,1,0.601,8,4.4
RT-0043,7,STP-68220,39.680757,37.068859,32.63,mountain,2025-06-24 03:35:03,2025-06-24 06:44:57,2025-06-24 03:22:03,2025-06-24 04:00:03,17.8,20.6,43.5,80.9,37.4,1,0.674,1,5.6
RT-0043,8,STP-64046,39.221499,37.129459,51.33,mountain,2025-06-24 05:01:15,2025-06-24 09:12:39,2025-06-24 04:32:15,2025-06-24 05:31:15,17.4,24.9,68.4,127.1,58.7,1,0.586,17,28.3
RT-0043,9,STP-95799,39.602885,37.370213,47.18,mountain,2025-06-24 06:21:33,2025-06-24 11:34:27,2025-06-24 06:04:33,2025-06-24 06:45:33,10.5,8.9,62.9,116.9,54.0,1,0.591,20,30.2
RT-0044,1,STP-63636,39.264177,37.166511,24.59,rural,2025-05-28 17:03:56,2025-05-28 17:17:02,2025-05-28 16:41:56,2025-05-28 17:19:56,7.8,12.0,22.7,35.8,13.1,0,0.321,7,36.0
RT-0044,2,STP-24125,39.65429,36.8279,52.22,rural,2025-05-28 17:59:56,2025-05-28 18:44:56,2025-05-28 17:46:56,2025-05-28 18:23:56,14.5,19.4,48.2,75.9,27.7,1,0.321,19,47.8
RT-0044,3,STP-27647,39.778313,36.802603,13.96,rural,2025-05-28 18:27:20,2025-05-28 19:24:38,2025-05-28 18:04:20,2025-05-28 18:55:20,16.0,19.9,12.9,20.3,7.4,1,0.326,17,39.2
RT-0044,4,STP-33226,39.615091,36.90419,20.12,rural,2025-05-28 19:01:56,2025-05-28 20:13:50,2025-05-28 18:32:56,2025-05-28 19:30:56,17.2,15.2,18.6,29.3,10.7,1,0.406,17,44.1
RT-0044,5,STP-64875,39.7877,37.349546,42.66,rural,2025-05-28 19:58:32,2025-05-28 21:31:08,2025-05-28 19:38:32,2025-05-28 20:17:32,16.4,16.7,39.4,62.1,22.7,1,0.32,5,7.3
RT-0044,6,STP-88974,39.620009,37.249056,20.53,rural,2025-05-28 20:33:56,2025-05-28 22:17:44,2025-05-28 20:13:56,2025-05-28 21:00:56,9.5,12.9,19.0,29.9,10.9,1,0.356,7,10.9
RT-0045,1,STP-79979,39.371557,37.308381,29.67,mountain,2025-05-07 12:16:55,2025-05-07 13:02:13,2025-05-07 12:06:55,2025-05-07 12:38:55,17.1,20.8,39.6,84.9,45.3,1,0.353,2,10.4
RT-0045,2,STP-31094,39.790119,37.210034,47.3,mountain,2025-05-07 13:37:07,2025-05-07 15:38:13,2025-05-07 13:18:07,2025-05-07 13:53:07,7.2,6.1,63.1,135.2,72.1,1,0.475,2,18.3
RT-0045,3,STP-69322,39.261488,37.320821,59.54,mountain,2025-05-07 15:03:43,2025-05-07 18:34:31,2025-05-07 14:33:43,2025-05-07 15:30:43,16.1,24.0,79.4,170.2,90.8,1,0.402,17,39.3
RT-0045,4,STP-47701,39.615762,36.828188,57.81,mountain,2025-05-07 16:36:55,2025-05-07 21:43:43,2025-05-07 16:16:55,2025-05-07 17:03:55,10.7,12.1,77.1,165.2,88.1,1,0.335,9,10.6
RT-0045,5,STP-68073,39.69799,37.346892,45.34,mountain,2025-05-07 17:48:07,2025-05-08 00:05:31,2025-05-07 17:20:07,2025-05-07 18:15:07,15.6,20.6,60.5,129.7,69.2,1,0.472,7,38.9
RT-0045,6,STP-35362,39.376507,36.906456,52.0,mountain,2025-05-07 19:13:01,2025-05-08 02:54:37,2025-05-07 18:58:01,2025-05-07 19:39:01,15.2,14.4,69.3,148.5,79.2,1,0.348,2,21.7
RT-0045,7,STP-82954,39.358544,36.896557,2.17,mountain,2025-05-07 19:31:07,2025-05-08 03:15:13,2025-05-07 19:07:07,2025-05-07 19:45:07,17.7,14.2,2.9,6.2,3.3,1,0.332,11,30.0
RT-0045,8,STP-91968,39.569365,37.197134,34.86,mountain,2025-05-07 20:35:19,2025-05-08 05:09:07,2025-05-07 20:14:19,2025-05-07 20:47:19,12.4,15.6,46.5,99.7,53.2,1,0.481,11,26.5
RT-0045,9,STP-34100,39.512364,37.271755,9.01,mountain,2025-05-07 20:59:43,2025-05-08 05:50:25,2025-05-07 20:37:43,2025-05-07 21:11:43,7.4,9.1,12.0,25.7,13.7,1,0.394,7,33.3
RT-0046,1,STP-60577,39.353954,37.234385,45.43,highway,2025-04-20 06:30:51,2025-04-20 06:37:09,2025-04-20 06:09:51,2025-04-20 06:56:51,5.4,6.6,30.3,36.6,6.3,0,0.242,15,24.6
RT-0046,2,STP-48854,39.738969,36.915507,50.8,highway,2025-04-20 07:10:09,2025-04-20 07:24:45,2025-04-20 06:55:09,2025-04-20 07:37:09,12.7,19.8,33.9,41.0,7.1,0,0.188,3,10.9
RT-0046,3,STP-92511,39.664149,37.318971,35.51,highway,2025-04-20 07:46:33,2025-04-20 08:13:15,2025-04-20 07:19:33,2025-04-20 08:09:33,11.4,10.1,23.7,28.7,5.0,1,0.211,3,37.5
RT-0046,4,STP-30152,39.214252,37.230121,50.6,highway,2025-04-20 08:31:39,2025-04-20 09:04:03,2025-04-20 08:16:39,2025-04-20 08:49:39,5.6,4.8,33.7,40.7,7.0,1,0.193,19,41.2
RT-0046,5,STP-43901,39.44458,37.070675,29.05,highway,2025-04-20 08:56:39,2025-04-20 09:32:21,2025-04-20 08:34:39,2025-04-20 09:09:39,11.1,11.7,19.4,23.5,4.1,1,0.189,20,3.6
RT-0046,6,STP-86756,39.22731,37.308951,31.68,highway,2025-04-20 09:28:51,2025-04-20 10:09:33,2025-04-20 09:09:51,2025-04-20 09:47:51,10.4,12.5,21.1,25.5,4.4,1,0.203,10,38.4
RT-0047,1,STP-58906,39.774435,36.80669,38.41,rural,2025-04-14 20:43:53,2025-04-14 20:59:17,2025-04-14 20:32:53,2025-04-14 20:53:53,18.1,16.5,35.5,50.9,15.4,1,0.231,13,27.1
RT-0047,2,STP-21157,39.382815,37.248978,57.73,rural,2025-04-14 21:55:17,2025-04-14 22:32:11,2025-04-14 21:32:17,2025-04-14 22:25:17,18.6,20.0,53.3,76.4,23.1,1,0.286,5,8.5
RT-0047,3,STP-38939,39.570131,36.951645,32.94,rural,2025-04-14 22:44:17,2025-04-14 23:35:47,2025-04-14 22:16:17,2025-04-14 22:55:17,6.7,9.0,30.4,43.6,13.2,1,0.286,18,23.3
RT-0047,4,STP-82045,39.243887,37.203011,42.22,rural,2025-04-14 23:29:59,2025-04-15 00:40:41,2025-04-14 23:01:59,2025-04-14 23:54:59,8.8,8.4,39.0,55.9,16.9,1,0.306,12,6.8
RT-0047,5,STP-95914,39.34072,36.971082,22.68,rural,2025-04-14 23:59:41,2025-04-15 01:18:59,2025-04-14 23:34:41,2025-04-15 00:23:41,6.0,5.7,20.9,29.9,9.0,1,0.182,10,34.8
RT-0047,6,STP-29974,39.539331,37.018696,22.46,rural,2025-04-15 00:26:23,2025-04-15 01:54:23,2025-04-15 00:16:23,2025-04-15 00:46:23,9.7,11.1,20.7,29.7,9.0,1,0.165,8,35.8
RT-0047,7,STP-93995,39.461674,37.304066,25.96,rural,2025-04-15 01:00:05,2025-04-15 02:39:53,2025-04-15 00:35:05,2025-04-15 01:24:05,7.0,9.7,24.0,34.4,10.4,1,0.205,10,24.6
RT-0048,1,STP-87337,39.327656,36.821994,48.79,highway,2025-06-10 18:02:54,2025-06-10 18:03:42,2025-06-10 17:35:54,2025-06-10 18:27:54,8.9,13.5,32.5,33.3,0.8,0,0.129,5,18.6
RT-0048,2,STP-39269,39.734863,37.15376,53.48,highway,2025-06-10 18:47:30,2025-06-10 18:53:42,2025-06-10 18:21:30,2025-06-10 19:13:30,17.9,16.2,35.7,36.5,0.8,0,0.017,12,25.4
RT-0048,3,STP-96858,39.343328,37.3784,47.61,highway,2025-06-10 19:37:06,2025-06-10 19:42:24,2025-06-10 19:11:06,2025-06-10 19:51:06,19.7,26.5,31.7,32.5,0.8,0,0.088,6,28.5
RT-0048,4,STP-84162,39.595648,37.380641,28.06,highway,2025-06-10 20:15:30,2025-06-10 20:28:00,2025-06-10 19:54:30,2025-06-10 20:26:30,16.0,19.0,18.7,19.1,0.4,1,0.042,16,12.0
RT-0048,5,STP-44649,39.421661,36.825685,51.39,highway,2025-06-10 21:05:48,2025-06-10 21:22:06,2025-06-10 20:44:48,2025-06-10 21:27:48,8.1,12.4,34.3,35.1,0.8,0,0.092,15,44.1
RT-0048,6,STP-15230,39.788354,36.994443,43.26,highway,2025-06-10 21:42:42,2025-06-10 22:04:00,2025-06-10 21:24:42,2025-06-10 22:00:42,15.6,19.0,28.8,29.5,0.7,1,0.114,19,9.1
RT-0048,7,STP-95678,39.427111,37.152607,42.39,highway,2025-06-10 22:26:36,2025-06-10 22:52:00,2025-06-10 22:08:36,2025-06-10 22:48:36,18.5,16.0,28.3,29.0,0.7,1,0.193,8,26.1
RT-0048,8,STP-56255,39.690342,37.007019,31.82,highway,2025-06-10 23:06:18,2025-06-10 23:29:42,2025-06-10 22:56:18,2025-06-10 23:32:18,16.9,25.5,21.2,21.7,0.5,0,0.175,15,8.7
RT-0048,9,STP-20104,39.508725,36.968486,20.46,highway,2025-06-10 23:36:48,2025-06-11 00:09:06,2025-06-10 23:07:48,2025-06-10 23:49:48,7.3,6.8,13.6,13.9,0.3,1,0.131,14,40.7
RT-0049,1,STP-43850,39.753468,37.109984,33.26,urban,2025-04-26 00:07:00,2025-04-26 00:22:42,2025-04-25 23:37:00,2025-04-26 00:17:00,11.1,17.5,49.9,65.6,15.7,1,0.355,10,47.4
RT-0049,2,STP-38389,39.469522,37.395665,39.95,urban,2025-04-26 01:18:00,2025-04-26 01:59:00,2025-04-26 00:55:00,2025-04-26 01:47:00,18.0,16.9,59.9,78.8,18.9,1,0.208,19,41.1
RT-0049,3,STP-33839,39.573927,37.106483,27.39,urban,2025-04-26 02:17:06,2025-04-26 03:10:00,2025-04-26 01:53:06,2025-04-26 02:46:06,7.5,10.1,41.1,54.1,13.0,1,0.297,8,19.2
RT-0049,4,STP-27329,39.265142,36.921409,37.84,urban,2025-04-26 03:21:24,2025-04-26 04:34:48,2025-04-26 02:58:24,2025-04-26 03:35:24,17.9,21.5,56.8,74.7,17.9,1,0.3,6,24.1
RT-0049,5,STP-90576,39.559888,37.326652,47.81,urban,2025-04-26 04:51:00,2025-04-26 06:30:36,2025-04-26 04:39:00,2025-04-26 05:16:00,13.0,18.2,71.7,94.3,22.6,1,0.311,20,27.2
RT-0049,6,STP-10157,39.738181,37.264922,20.52,urban,2025-04-26 05:34:48,2025-04-26 07:29:18,2025-04-26 05:13:48,2025-04-26 05:45:48,14.7,17.9,30.8,40.5,9.7,1,0.319,14,11.9
RT-0049,7,STP-73192,39.673733,37.028742,21.44,urban,2025-04-26 06:21:42,2025-04-26 08:29:36,2025-04-26 05:53:42,2025-04-26 06:34:42,13.8,19.2,32.2,42.4,10.2,1,0.264,9,24.1
RT-0050,1,STP-23970,39.292867,37.190946,45.1,highway,2025-06-20 12:31:43,2025-06-20 12:36:37,2025-06-20 12:08:43,2025-06-20 12:59:43,8.8,13.1,30.1,35.0,4.9,0,0.214,9,49.6
RT-0050,2,STP-62095,39.652983,37.047937,41.88,highway,2025-06-20 13:08:25,2025-06-20 13:22:07,2025-06-20 12:47:25,2025-06-20 13:35:25,16.8,19.9,27.9,32.4,4.5,0,0.252,9,49.4
RT-0050,3,STP-85713,39.406614,37.223297,31.25,highway,2025-06-20 13:46:01,2025-06-20 14:06:13,2025-06-20 13:33:01,2025-06-20 14:03:01,16.0,23.7,20.8,24.2,3.4,1,0.23,6,5.5
RT-0050,4,STP-76629,39.440337,37.003063,19.29,highway,2025-06-20 14:14:55,2025-06-20 14:44:55,2025-06-20 14:03:55,2025-06-20 14:29:55,13.3,18.1,12.9,15.0,2.1,1,0.219,1,40.3
RT-0050,5,STP-29048,39.483001,37.160147,14.3,highway,2025-06-20 14:37:43,2025-06-20 15:14:01,2025-06-20 14:16:43,2025-06-20 14:49:43,6.3,6.4,9.5,11.0,1.5,1,0.263,13,46.6
RT-0050,6,STP-62513,39.568379,37.112603,10.33,highway,2025-06-20 14:50:55,2025-06-20 15:28:25,2025-06-20 14:35:55,2025-06-20 15:20:55,15.7,20.1,6.9,8.0,1.1,1,0.24,1,10.5
RT-0050,7,STP-96099,39.758455,37.110892,21.14,highway,2025-06-20 15:20:43,2025-06-20 16:04:55,2025-06-20 14:54:43,2025-06-20 15:46:43,7.9,11.3,14.1,16.4,2.3,1,0.281,20,8.9
RT-0050,8,STP-14726,39.415844,37.193011,38.74,highway,2025-06-20 15:54:25,2025-06-20 16:46:13,2025-06-20 15:36:25,2025-06-20 16:16:25,19.6,17.0,25.8,30.0,4.2,1,0.212,13,20.6
RT-0050,9,STP-36255,39.510646,37.242155,11.35,highway,2025-06-20 16:21:37,2025-06-20 17:12:01,2025-06-20 16:02:37,2025-06-20 16:48:37,6.0,5.2,7.6,8.8,1.2,1,0.324,12,17.7
RT-0050,10,STP-46242,39.335777,37.377834,22.67,highway,2025-06-20 16:42:43,2025-06-20 17:34:43,2025-06-20 16:32:43,2025-06-20 17:00:43,11.8,13.3,15.1,17.5,2.4,1,0.176,17,5.8
RT-0051,1,STP-86916,39.717214,37.089182,26.92,urban,2025-04-10 22:45:45,2025-04-11 00:13:15,2025-04-10 22:28:45,2025-04-10 23:02:45,8.9,9.8,40.4,127.9,87.5,1,0.688,14,47.8
RT-0051,2,STP-77699,39.521391,37.220491,24.51,urban,2025-04-10 23:31:27,2025-04-11 02:19:33,2025-04-10 23:09:27,2025-04-10 23:51:27,9.0,9.3,36.8,116.5,79.7,1,0.543,6,24.1
RT-0051,3,STP-56338,39.33114,37.144228,22.15,urban,2025-04-11 00:13:39,2025-04-11 04:13:57,2025-04-10 23:57:39,2025-04-11 00:38:39,7.7,10.8,33.2,105.1,71.9,1,0.675,8,36.9
RT-0051,4,STP-44787,39.324067,36.92166,19.16,urban,2025-04-11 00:50:03,2025-04-11 05:55:33,2025-04-11 00:36:03,2025-04-11 01:03:03,8.7,11.3,28.7,90.8,62.1,1,0.552,3,34.0
RT-0051,5,STP-96956,39.495599,36.803974,21.59,urban,2025-04-11 01:31:09,2025-04-11 07:49:27,2025-04-11 01:06:09,2025-04-11 01:52:09,17.9,28.0,32.4,102.6,70.2,1,0.652,16,45.0
RT-0051,6,STP-85303,39.721261,37.094483,35.34,urban,2025-04-11 02:42:03,2025-04-11 11:05:15,2025-04-11 02:24:03,2025-04-11 03:04:03,19.8,30.3,53.0,167.8,114.8,1,0.572,19,6.8
RT-0052,1,STP-52655,39.416961,37.317105,17.64,rural,2025-04-08 19:58:33,2025-04-08 20:21:09,2025-04-08 19:40:33,2025-04-08 20:23:33,7.8,7.9,16.3,38.9,22.6,0,0.648,11,18.6
RT-0052,2,STP-75374,39.454366,37.051456,23.19,rural,2025-04-08 20:27:45,2025-04-08 21:20:09,2025-04-08 20:05:45,2025-04-08 20:45:45,16.3,17.8,21.4,51.1,29.7,1,0.546,19,7.0
RT-0052,3,STP-85483,39.611607,37.288514,26.81,rural,2025-04-08 21:08:45,2025-04-08 22:36:57,2025-04-08 20:41:45,2025-04-08 21:31:45,15.8,22.8,24.7,59.0,34.3,1,0.627,7,7.7
RT-0052,4,STP-29601,39.483792,36.805845,43.76,rural,2025-04-08 22:04:57,2025-04-09 00:36:15,2025-04-08 21:34:57,2025-04-08 22:30:57,11.3,10.3,40.4,96.5,56.1,1,0.563,11,39.4
RT-0052,5,STP-49326,39.350584,37.315101,46.19,rural,2025-04-08 22:58:51,2025-04-09 02:28:15,2025-04-08 22:43:51,2025-04-08 23:09:51,5.7,5.0,42.6,101.7,59.1,1,0.499,9,24.1
RT-0052,6,STP-92557,39.257781,37.246756,11.88,rural,2025-04-08 23:15:33,2025-04-09 02:59:33,2025-04-08 22:48:33,2025-04-08 23:33:33,8.9,9.7,11.0,26.3,15.3,1,0.525,14,6.5
RT-0052,7,STP-99074,39.77787,36.919375,64.29,rural,2025-04-09 00:23:45,2025-04-09 05:30:51,2025-04-09 00:08:45,2025-04-09 00:42:45,13.6,17.9,59.3,141.6,82.3,1,0.527,17,24.6
RT-0053,1,STP-89349,39.586787,36.962749,22.59,highway,2025-05-03 22:14:37,2025-05-03 22:49:37,2025-05-03 21:53:37,2025-05-03 22:42:37,11.7,17.4,15.1,50.1,35.0,1,0.489,15,21.0
RT-0053,2,STP-34102,39.712527,36.875024,15.87,highway,2025-05-03 22:36:55,2025-05-03 23:42:13,2025-05-03 22:24:55,2025-05-03 22:52:55,8.5,8.5,10.6,35.2,24.6,1,0.418,4,5.2
RT-0053,3,STP-72021,39.52906,36.815819,21.02,highway,2025-05-03 22:59:25,2025-05-04 00:37:13,2025-05-03 22:47:25,2025-05-03 23:12:25,11.0,15.5,14.0,46.5,32.5,1,0.437,5,4.7
RT-0053,4,STP-61097,39.385622,36.948438,19.6,highway,2025-05-03 23:23:31,2025-05-04 01:36:13,2025-05-03 23:09:31,2025-05-03 23:49:31,9.3,12.1,13.1,43.5,30.4,1,0.552,1,2.2
RT-0054,1,STP-80735,39.336277,36.853732,14.38,mountain,2025-04-16 05:37:29,2025-04-16 06:20:29,2025-04-16 05:23:29,2025-04-16 05:56:29,9.6,10.8,19.2,62.2,43.0,1,0.602,17,40.9
RT-0054,2,STP-27865,39.406331,37.081519,21.07,mountain,2025-04-16 06:15:11,2025-04-16 08:02:17,2025-04-16 05:50:11,2025-04-16 06:34:11,5.1,7.8,28.1,91.0,62.9,1,0.602,14,40.0
RT-0054,3,STP-88250,39.338729,36.804331,24.98,mountain,2025-04-16 06:53:35,2025-04-16 09:57:53,2025-04-16 06:26:35,2025-04-16 07:16:35,10.6,12.0,33.3,107.8,74.5,1,0.679,6,35.9
RT-0054,4,STP-94671,39.433834,37.027015,21.87,mountain,2025-04-16 07:33:23,2025-04-16 11:44:23,2025-04-16 07:16:23,2025-04-16 07:59:23,8.9,10.1,29.2,94.5,65.3,1,0.753,20,40.5
RT-0054,5,STP-99737,39.363119,37.189074,15.99,mountain,2025-04-16 08:03:35,2025-04-16 13:03:29,2025-04-16 07:47:35,2025-04-16 08:15:35,13.0,13.2,21.3,69.0,47.7,1,0.636,10,6.0
RT-0054,6,STP-69682,39.570638,36.96328,30.14,mountain,2025-04-16 08:56:47,2025-04-16 15:26:53,2025-04-16 08:46:47,2025-04-16 09:10:47,14.3,13.6,40.2,130.2,90.0,1,0.61,18,1.6
RT-0055,1,STP-14159,39.398149,37.306128,8.04,rural,2025-03-27 09:17:34,2025-03-27 09:28:04,2025-03-27 08:55:34,2025-03-27 09:29:34,19.3,16.3,7.4,17.9,10.5,0,0.502,6,10.0
RT-0055,2,STP-42778,39.69035,37.296951,32.5,rural,2025-03-27 10:06:52,2025-03-27 10:57:04,2025-03-27 09:49:52,2025-03-27 10:28:52,6.8,9.6,30.0,72.7,42.7,1,0.547,15,12.7
RT-0055,3,STP-14392,39.319508,37.241194,41.51,rural,2025-03-27 10:51:58,2025-03-27 12:39:34,2025-03-27 10:35:58,2025-03-27 11:16:58,6.4,8.5,38.3,92.9,54.6,1,0.471,10,46.8
RT-0055,4,STP-30789,39.577499,36.825312,45.81,rural,2025-03-27 11:40:40,2025-03-27 14:30:40,2025-03-27 11:22:40,2025-03-27 12:05:40,19.1,23.2,42.3,102.6,60.3,1,0.521,7,18.3
RT-0055,5,STP-16827,39.718195,36.930673,18.06,rural,2025-03-27 12:16:28,2025-03-27 15:34:22,2025-03-27 11:56:28,2025-03-27 12:26:28,6.7,8.8,16.7,40.5,23.8,1,0.426,9,29.4
RT-0055,6,STP-61879,39.673486,36.805358,11.82,rural,2025-03-27 12:34:04,2025-03-27 16:09:34,2025-03-27 12:09:04,2025-03-27 13:03:04,5.6,8.0,10.9,26.4,15.5,1,0.424,3,12.8
RT-0056,1,STP-56945,39.634639,36.950418,42.04,rural,2025-03-11 07:28:44,2025-03-11 07:56:20,2025-03-11 07:01:44,2025-03-11 07:47:44,5.6,7.6,38.8,66.4,27.6,1,0.338,16,9.9
RT-0056,2,STP-34461,39.526172,36.994209,12.63,rural,2025-03-11 07:46:02,2025-03-11 08:23:56,2025-03-11 07:17:02,2025-03-11 08:13:02,12.0,17.9,11.7,20.0,8.3,1,0.261,17,8.2
RT-0056,3,STP-48754,39.691651,37.124964,21.54,rural,2025-03-11 08:17:56,2025-03-11 09:15:56,2025-03-11 07:51:56,2025-03-11 08:39:56,11.8,16.8,19.9,34.1,14.2,1,0.376,1,31.2
RT-0056,4,STP-57720,39.66561,36.943272,15.82,rural,2025-03-11 08:44:20,2025-03-11 09:57:44,2025-03-11 08:17:20,2025-03-11 09:06:20,15.8,21.0,14.6,25.0,10.4,1,0.267,16,38.4
RT-0056,5,STP-30202,39.567824,36.99356,11.7,rural,2025-03-11 09:10:56,2025-03-11 10:37:14,2025-03-11 08:44:56,2025-03-11 09:22:56,14.6,13.0,10.8,18.5,7.7,1,0.238,5,9.3
RT-0056,6,STP-14099,39.321247,37.091222,28.67,rural,2025-03-11 09:52:02,2025-03-11 11:35:32,2025-03-11 09:30:02,2025-03-11 10:17:02,6.5,8.2,26.5,45.3,18.8,1,0.335,19,13.2
RT-0056,7,STP-58018,39.332434,37.230707,12.06,rural,2025-03-11 10:09:38,2025-03-11 12:02:44,2025-03-11 09:39:38,2025-03-11 10:34:38,5.2,8.0,11.1,19.0,7.9,1,0.415,3,23.7
RT-0056,8,STP-93744,39.23642,37.134812,13.49,rural,2025-03-11 10:27:20,2025-03-11 12:32:08,2025-03-11 10:06:20,2025-03-11 10:38:20,19.1,21.6,12.5,21.4,8.9,1,0.394,9,26.7
RT-0056,9,STP-19225,39.700674,36.846761,57.24,rural,2025-03-11 11:39:14,2025-03-11 14:24:08,2025-03-11 11:26:14,2025-03-11 11:56:14,8.2,10.0,52.8,90.4,37.6,1,0.336,7,10.1
RT-0057,1,STP-79979,39.79906,37.065807,34.74,urban,2025-01-21 18:36:00,2025-01-21 18:50:30,2025-01-21 18:16:00,2025-01-21 18:57:00,10.3,10.8,52.1,66.6,14.5,0,0.241,14,41.4
RT-0057,2,STP-52395,39.565048,37.137887,26.74,urban,2025-01-21 19:26:24,2025-01-21 19:52:30,2025-01-21 19:08:24,2025-01-21 19:47:24,8.2,11.6,40.1,51.2,11.1,1,0.351,15,48.0
RT-0057,3,STP-10025,39.635788,37.389774,22.97,urban,2025-01-21 20:09:06,2025-01-21 20:48:12,2025-01-21 19:50:06,2025-01-21 20:19:06,13.9,16.9,34.5,44.1,9.6,1,0.219,8,11.1
RT-0057,4,STP-51275,39.213021,37.293164,47.74,urban,2025-01-21 21:34:36,2025-01-21 22:36:36,2025-01-21 21:07:36,2025-01-21 22:00:36,15.3,15.6,71.6,91.5,19.9,1,0.27,19,8.2
RT-0057,5,STP-14946,39.476222,36.893664,45.13,urban,2025-01-21 22:57:36,2025-01-22 00:18:42,2025-01-21 22:40:36,2025-01-21 23:14:36,9.0,13.6,67.7,86.5,18.8,1,0.21,10,5.0
RT-0057,6,STP-62402,39.541439,36.930462,7.91,urban,2025-01-21 23:18:30,2025-01-22 00:47:30,2025-01-21 22:53:30,2025-01-21 23:33:30,6.2,6.6,11.9,15.2,3.3,1,0.257,19,41.1
RT-0057,7,STP-22499,39.557139,36.980236,4.61,urban,2025-01-21 23:31:36,2025-01-22 01:02:54,2025-01-21 23:19:36,2025-01-21 23:42:36,16.0,20.2,6.9,8.8,1.9,1,0.343,11,17.7
RT-0057,8,STP-66925,39.449913,37.320699,31.55,urban,2025-01-22 00:34:54,2025-01-22 02:23:30,2025-01-22 00:04:54,2025-01-22 01:03:54,18.0,17.7,47.3,60.4,13.1,1,0.345,13,3.2
RT-0058,1,STP-72371,39.542864,36.829587,31.89,urban,2025-05-16 18:38:03,2025-05-16 18:51:15,2025-05-16 18:12:03,2025-05-16 19:01:03,11.0,9.5,47.8,61.0,13.2,0,0.279,5,38.2
RT-0058,2,STP-73035,39.535578,37.092717,22.58,urban,2025-05-16 19:22:57,2025-05-16 19:44:03,2025-05-16 18:53:57,2025-05-16 19:48:57,14.8,14.2,33.9,43.3,9.4,0,0.174,3,13.7
RT-0058,3,STP-66369,39.394047,37.354483,27.43,urban,2025-05-16 20:18:51,2025-05-16 20:50:45,2025-05-16 19:55:51,2025-05-16 20:39:51,6.3,8.4,41.1,52.5,11.4,1,0.194,11,17.6
RT-0058,4,STP-95905,39.214524,36.982891,37.69,urban,2025-05-16 21:21:39,2025-05-16 22:11:15,2025-05-16 20:57:39,2025-05-16 21:50:39,19.8,25.6,56.5,72.1,15.6,1,0.154,2,46.2
RT-0058,5,STP-40603,39.319811,37.024292,12.24,urban,2025-05-16 21:59:51,2025-05-16 23:00:21,2025-05-16 21:46:51,2025-05-16 22:10:51,16.4,24.3,18.4,23.5,5.1,1,0.173,20,46.4
RT-0058,6,STP-47707,39.20824,37.216277,20.67,urban,2025-05-16 22:47:15,2025-05-17 00:04:15,2025-05-16 22:37:15,2025-05-16 23:07:15,6.7,7.8,31.0,39.6,8.6,1,0.166,18,11.0
RT-0059,1,STP-16957,39.478976,37.367106,27.41,rural,2025-05-02 06:00:28,2025-05-02 06:03:10,2025-05-02 05:39:28,2025-05-02 06:13:28,6.0,8.0,25.3,28.0,2.7,0,0.097,13,11.9
RT-0059,2,STP-59899,39.505124,37.225813,12.47,rural,2025-05-02 06:17:58,2025-05-02 06:23:52,2025-05-02 05:48:58,2025-05-02 06:44:58,18.6,22.1,11.5,12.7,1.2,0,0.111,7,25.3
RT-0059,3,STP-70029,39.536413,37.227482,3.48,rural,2025-05-02 06:39:46,2025-05-02 06:49:28,2025-05-02 06:20:46,2025-05-02 06:59:46,5.6,8.6,3.2,3.5,0.3,0,0.191,6,1.4
